               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  11,             0.11028,            0.016511,            0.015949,           0.0035672,             0.28302,             0.01088,           0.0017451,             0.11629,            0.011548,            0.012677,             0.07925,           0.0022499,           0.0022499
                  12,             0.11308,            0.013219,            0.013776,           0.0040709,             0.32075,           0.0039916,          0.00081904,             0.11928,             0.01155,            0.011545,            0.077441,           0.0024406,           0.0024406
                  13,             0.10853,            0.013877,             0.01315,           0.0045099,             0.35849,           0.0065456,           0.0014599,             0.11648,            0.011877,            0.010188,            0.075631,           0.0026305,           0.0026305
                  14,             0.10333,             0.01631,            0.013922,            0.021702,             0.22642,            0.037957,            0.010292,              0.1076,            0.012587,            0.008671,             0.07382,           0.0028196,           0.0028196
                  15,             0.10368,            0.015936,            0.010247,           0.0046155,             0.37736,            0.025237,           0.0064501,             0.10517,            0.012641,           0.0078144,            0.072008,           0.0030079,           0.0030079
                  16,             0.10869,            0.015989,           0.0097136,           0.0099197,             0.33962,            0.024045,           0.0051003,             0.11207,            0.012304,           0.0068832,            0.070195,           0.0031955,           0.0031955
                  17,             0.10252,            0.016315,           0.0094454,           0.0038065,             0.32075,            0.027526,           0.0038861,             0.11208,            0.012175,           0.0059922,            0.068382,           0.0033822,           0.0033822
                  18,             0.10806,            0.012092,           0.0066023,           0.0057692,             0.50943,            0.014321,           0.0038415,             0.11187,            0.012393,           0.0053986,            0.066568,           0.0035681,           0.0035681
                  19,             0.09858,            0.015094,           0.0069022,            0.094536,             0.24528,             0.04397,            0.011434,             0.10075,            0.013581,           0.0050028,            0.064753,           0.0037533,           0.0037533
                  20,             0.10041,            0.018897,            0.006115,            0.052059,             0.24528,             0.03788,           0.0082329,             0.10311,            0.013432,           0.0045925,            0.062938,           0.0039376,           0.0039376
                  21,             0.10482,            0.014751,           0.0057201,            0.013771,             0.35849,            0.024811,           0.0074316,             0.11196,            0.012993,           0.0041736,            0.061121,           0.0041212,           0.0041212
                  22,            0.097143,            0.018955,           0.0055576,           0.0057803,              0.5283,           0.0093975,           0.0022811,             0.10819,            0.013033,           0.0038587,            0.059304,            0.004304,            0.004304
                  23,            0.094108,            0.018883,           0.0056179,           0.0064851,             0.33962,            0.026094,           0.0058637,            0.097015,            0.013619,           0.0036057,            0.057486,            0.004486,            0.004486
                  24,            0.095002,            0.016242,           0.0048827,             0.02573,              0.5283,            0.035719,           0.0092256,              0.1024,            0.013405,           0.0034039,            0.055667,           0.0046672,           0.0046672
                  25,            0.097277,            0.016688,           0.0047152,            0.008179,             0.45283,            0.045911,              0.0097,            0.098147,            0.013692,           0.0033089,            0.053848,           0.0048475,           0.0048475
                  26,            0.093704,            0.016186,           0.0060933,            0.015362,             0.60377,            0.083313,            0.022282,            0.092701,            0.013818,           0.0030279,            0.052027,           0.0050272,           0.0050272
                  27,            0.086661,            0.018171,           0.0053441,            0.015362,             0.60377,            0.083313,            0.022282,            0.092701,            0.013818,           0.0030279,            0.050206,            0.005206,            0.005206
                  28,            0.089739,            0.015947,            0.004352,            0.013462,             0.50943,             0.06514,            0.015125,             0.10916,            0.012636,           0.0028218,            0.048384,            0.005384,            0.005384
                  29,            0.098211,             0.01741,           0.0043335,            0.024699,             0.64151,            0.068402,            0.017772,            0.090497,            0.013753,           0.0032955,            0.046561,           0.0055612,           0.0055612
                  30,            0.089084,            0.016501,           0.0041567,            0.024699,             0.64151,            0.068402,            0.017772,            0.090497,            0.013753,           0.0032955,            0.044738,           0.0057377,           0.0057377
                  31,             0.08949,            0.018628,           0.0043723,            0.016394,             0.56604,            0.050102,            0.014306,            0.097108,            0.012204,           0.0032429,            0.042913,           0.0059133,           0.0059133
                  32,              0.0964,            0.015905,            0.004675,            0.051072,             0.28302,            0.048243,            0.013238,            0.096611,            0.011604,           0.0031798,            0.041088,           0.0060882,           0.0060882
                  33,            0.088589,            0.016052,           0.0043966,            0.051072,             0.28302,            0.048243,            0.013238,            0.096611,            0.011604,           0.0031798,            0.039262,           0.0062622,           0.0062622
                  34,            0.087039,            0.018991,           0.0045301,            0.011874,             0.69811,            0.056993,            0.012603,            0.089179,            0.012542,           0.0030135,            0.037435,           0.0064355,           0.0064355
                  35,            0.084071,            0.015346,            0.004201,            0.016941,              0.4717,            0.012626,           0.0027631,             0.11322,           0.0090413,           0.0027863,            0.035608,            0.006608,            0.006608
                  36,             0.10056,            0.013804,           0.0038904,            0.016941,              0.4717,            0.012626,           0.0027631,             0.11322,           0.0090413,           0.0027863,             0.03378,           0.0067797,           0.0067797
                  37,            0.089545,            0.015762,           0.0042967,             0.04216,              0.5283,             0.06265,            0.012228,             0.08991,            0.011691,           0.0031294,            0.031951,           0.0069505,           0.0069505
                  38,            0.085254,            0.016404,           0.0044431,            0.025583,             0.11321,            0.024946,           0.0055877,             0.10065,           0.0095347,            0.002811,            0.030121,           0.0071207,           0.0071207
                  39,            0.091628,            0.014003,           0.0043508,            0.025583,             0.11321,            0.024946,           0.0055877,             0.10065,           0.0095347,            0.002811,             0.02829,             0.00729,             0.00729
                  40,            0.088071,            0.015457,           0.0047178,             0.29526,             0.36368,             0.22518,            0.047402,            0.098012,            0.010432,           0.0027295,            0.026458,           0.0074585,           0.0074585
                  41,            0.087083,            0.017454,           0.0044155,            0.044848,             0.27553,            0.037107,           0.0096768,            0.094476,           0.0096281,           0.0031108,            0.024626,           0.0076262,           0.0076262
                  42,            0.088131,            0.014069,           0.0046857,            0.044848,             0.27553,            0.037107,           0.0096768,            0.094476,           0.0096281,           0.0031108,            0.022793,           0.0077931,           0.0077931
                  43,            0.092461,            0.013427,            0.004247,             0.18889,             0.47898,             0.15032,            0.043472,            0.084407,            0.010579,           0.0032139,            0.020959,           0.0079593,           0.0079593
                  44,             0.07884,            0.014653,           0.0044618,             0.18889,             0.47898,             0.15032,            0.043472,            0.084407,            0.010579,           0.0032139,            0.019125,           0.0081246,           0.0081246
                  45,            0.079288,            0.012606,            0.004416,            0.062107,             0.15094,            0.030071,           0.0076329,             0.10015,            0.009213,           0.0031685,            0.017289,           0.0082892,           0.0082892
                  46,            0.094314,            0.011125,           0.0039212,            0.062107,             0.15094,            0.030071,           0.0076329,             0.10015,            0.009213,           0.0031685,            0.015453,            0.008453,            0.008453
                  47,            0.088871,            0.010894,           0.0043077,            0.060856,             0.32075,            0.035233,           0.0087236,            0.097731,           0.0089111,           0.0033549,            0.013616,           0.0086159,           0.0086159
                  48,            0.090203,            0.011091,           0.0041759,            0.060856,             0.32075,            0.035233,           0.0087236,            0.097731,           0.0089111,           0.0033549,            0.011778,           0.0087781,           0.0087781
                  49,            0.089254,            0.011137,           0.0044764,             0.14247,             0.45283,             0.12121,            0.032469,            0.087456,            0.010228,           0.0034316,           0.0099395,           0.0089395,           0.0089395
                  50,            0.083024,             0.01133,           0.0054834,             0.14247,             0.45283,             0.12121,            0.032469,            0.087456,            0.010228,           0.0034316,             0.00901,             0.00901,             0.00901
                  51,            0.088096,            0.014323,           0.0043171,            0.087468,             0.20755,            0.059227,            0.012572,            0.095388,           0.0094584,           0.0031275,             0.00901,             0.00901,             0.00901
                  52,            0.090229,            0.011763,           0.0040967,            0.087468,             0.20755,            0.059227,            0.012572,            0.095388,           0.0094584,           0.0031275,           0.0089902,           0.0089902,           0.0089902
                  53,            0.090481,            0.012175,           0.0038092,             0.28775,             0.43396,             0.23859,            0.061793,            0.085223,            0.010807,           0.0033304,           0.0089704,           0.0089704,           0.0089704
                  54,            0.084574,            0.014574,           0.0045477,             0.28775,             0.43396,             0.23859,            0.061793,            0.085223,            0.010807,           0.0033304,           0.0089506,           0.0089506,           0.0089506
                  55,            0.084305,            0.013869,           0.0052063,             0.18532,             0.16981,            0.092593,            0.025668,            0.076657,            0.011856,           0.0034766,           0.0089308,           0.0089308,           0.0089308
                  56,            0.075349,            0.012293,           0.0043343,             0.18532,             0.16981,            0.092593,            0.025668,            0.076657,            0.011856,           0.0034766,            0.008911,            0.008911,            0.008911
                  57,            0.074218,            0.013039,           0.0045432,             0.18395,             0.35849,             0.12927,            0.028626,            0.098079,            0.010435,           0.0026182,           0.0088912,           0.0088912,           0.0088912
                  58,            0.085408,            0.012375,            0.003971,             0.18395,             0.35849,             0.12927,            0.028626,            0.098079,            0.010435,           0.0026182,           0.0088714,           0.0088714,           0.0088714
                  59,             0.08398,            0.011551,           0.0043084,              0.2132,             0.35849,             0.16069,            0.041697,             0.07438,            0.011706,           0.0030586,           0.0088516,           0.0088516,           0.0088516
                  60,            0.068022,            0.011847,           0.0043881,              0.2132,             0.35849,             0.16069,            0.041697,             0.07438,            0.011706,           0.0030586,           0.0088318,           0.0088318,           0.0088318
                  61,            0.067028,            0.011309,           0.0043961,             0.16535,             0.39623,             0.14625,            0.040596,            0.081818,            0.010807,           0.0029952,            0.008812,            0.008812,            0.008812
                  62,            0.069112,            0.013453,           0.0045899,             0.16535,             0.39623,             0.14625,            0.040596,            0.081818,            0.010807,           0.0029952,           0.0087922,           0.0087922,           0.0087922
                  63,            0.070026,            0.014755,           0.0049224,             0.37412,             0.49057,             0.32703,            0.073306,            0.086688,            0.010075,           0.0025515,           0.0087724,           0.0087724,           0.0087724
                  64,            0.068576,            0.013668,           0.0041689,             0.37412,             0.49057,             0.32703,            0.073306,            0.086688,            0.010075,           0.0025515,           0.0087526,           0.0087526,           0.0087526
                  65,            0.071751,            0.013586,           0.0037226,             0.45819,             0.55854,             0.40228,             0.12742,             0.06896,            0.011299,           0.0029193,           0.0087328,           0.0087328,           0.0087328
                  66,            0.069967,            0.011977,           0.0041207,             0.45819,             0.55854,             0.40228,             0.12742,             0.06896,            0.011299,           0.0029193,            0.008713,            0.008713,            0.008713
                  67,             0.07032,            0.012315,           0.0047638,              0.3843,             0.41509,             0.25896,            0.070944,            0.082427,            0.010224,            0.002547,           0.0086932,           0.0086932,           0.0086932
                  68,            0.075973,            0.010465,           0.0037443,              0.3843,             0.41509,             0.25896,            0.070944,            0.082427,            0.010224,            0.002547,           0.0086734,           0.0086734,           0.0086734
                  69,            0.072962,             0.01251,           0.0044335,             0.44443,             0.49057,             0.29131,            0.089054,            0.071644,            0.010495,           0.0025257,           0.0086536,           0.0086536,           0.0086536
                  70,            0.062887,            0.014544,            0.004405,             0.44443,             0.49057,             0.29131,            0.089054,            0.071644,            0.010495,           0.0025257,           0.0086338,           0.0086338,           0.0086338
                  71,            0.062925,            0.010573,           0.0032195,             0.38033,             0.58491,             0.32874,            0.096918,            0.076767,            0.010459,           0.0023413,            0.008614,            0.008614,            0.008614
                  72,            0.066941,            0.014677,           0.0041594,             0.38033,             0.58491,             0.32874,            0.096918,            0.076767,            0.010459,           0.0023413,           0.0085942,           0.0085942,           0.0085942
                  73,            0.066154,            0.011859,           0.0038465,             0.51192,             0.56604,             0.53369,             0.19683,            0.064423,            0.010765,           0.0022938,           0.0085744,           0.0085744,           0.0085744
                  74,            0.065479,            0.012682,           0.0033756,             0.51192,             0.56604,             0.53369,             0.19683,            0.064423,            0.010765,           0.0022938,           0.0085546,           0.0085546,           0.0085546
                  75,            0.065376,            0.015749,           0.0033661,             0.20259,             0.23497,              0.1291,            0.041562,            0.076972,            0.010279,           0.0020296,           0.0085348,           0.0085348,           0.0085348
                  76,            0.064222,            0.011841,           0.0030432,             0.20259,             0.23497,              0.1291,            0.041562,            0.076972,            0.010279,           0.0020296,            0.008515,            0.008515,            0.008515
                  77,            0.065694,            0.012474,            0.002837,             0.37489,              0.5283,             0.34868,             0.13805,            0.062318,             0.01117,           0.0022185,           0.0084952,           0.0084952,           0.0084952
                  78,             0.06417,            0.012696,           0.0038305,             0.37489,              0.5283,             0.34868,             0.13805,            0.062318,             0.01117,           0.0022185,           0.0084754,           0.0084754,           0.0084754
                  79,            0.066505,            0.011694,           0.0031086,              0.2647,             0.43396,             0.23653,            0.064124,            0.071871,            0.010889,           0.0021259,           0.0084556,           0.0084556,           0.0084556
                  80,             0.06784,            0.011443,           0.0031305,              0.2647,             0.43396,             0.23653,            0.064124,            0.071871,            0.010889,           0.0021259,           0.0084358,           0.0084358,           0.0084358
                  81,             0.06422,            0.014176,           0.0030789,             0.47067,             0.66038,             0.41981,             0.10501,            0.069834,            0.011099,           0.0021756,            0.008416,            0.008416,            0.008416
                  82,            0.065403,            0.012727,           0.0038123,             0.47067,             0.66038,             0.41981,             0.10501,            0.069834,            0.011099,           0.0021756,           0.0083962,           0.0083962,           0.0083962
                  83,            0.065271,            0.014051,           0.0032161,             0.55479,             0.26415,             0.28346,             0.10681,            0.073735,            0.011008,           0.0021042,           0.0083764,           0.0083764,           0.0083764
                  84,            0.071201,            0.010728,           0.0036566,             0.55479,             0.26415,             0.28346,             0.10681,            0.073735,            0.011008,           0.0021042,           0.0083566,           0.0083566,           0.0083566
                  85,             0.06989,           0.0093822,           0.0029921,             0.52551,             0.62264,             0.52582,             0.12897,            0.056396,             0.01147,           0.0021616,           0.0083368,           0.0083368,           0.0083368
                  86,            0.055573,            0.010794,           0.0035706,             0.52551,             0.62264,             0.52582,             0.12897,            0.056396,             0.01147,           0.0021616,            0.008317,            0.008317,            0.008317
                  87,            0.059124,            0.010379,           0.0037098,             0.46907,             0.20755,             0.17884,            0.071963,            0.072675,            0.010477,            0.002114,           0.0082972,           0.0082972,           0.0082972
                  88,            0.071415,            0.012007,           0.0031708,             0.46907,             0.20755,             0.17884,            0.071963,            0.072675,            0.010477,            0.002114,           0.0082774,           0.0082774,           0.0082774
                  89,            0.070725,            0.012138,           0.0030742,              0.5995,             0.73585,             0.67887,             0.26675,            0.051385,            0.010933,           0.0021694,           0.0082576,           0.0082576,           0.0082576
                  90,            0.055803,            0.017767,           0.0031439,              0.5995,             0.73585,             0.67887,             0.26675,            0.051385,            0.010933,           0.0021694,           0.0082378,           0.0082378,           0.0082378
                  91,            0.054904,             0.01251,           0.0029721,             0.49298,             0.69811,             0.52699,             0.18463,            0.069166,           0.0096374,           0.0020401,            0.008218,            0.008218,            0.008218
                  92,            0.061043,            0.013529,           0.0031354,             0.49298,             0.69811,             0.52699,             0.18463,            0.069166,           0.0096374,           0.0020401,           0.0081982,           0.0081982,           0.0081982
                  93,            0.064079,            0.012826,           0.0031157,             0.61207,             0.73585,             0.66603,             0.27819,            0.059527,            0.010124,           0.0020569,           0.0081784,           0.0081784,           0.0081784
                  94,            0.059975,            0.013366,           0.0031801,             0.61207,             0.73585,             0.66603,             0.27819,            0.059527,            0.010124,           0.0020569,           0.0081586,           0.0081586,           0.0081586
                  95,            0.062678,            0.013335,           0.0027642,             0.38174,             0.60377,              0.3798,             0.14228,            0.064896,            0.010197,           0.0020507,           0.0081388,           0.0081388,           0.0081388
                  96,             0.06541,            0.012684,           0.0033434,             0.38174,             0.60377,              0.3798,             0.14228,            0.064896,            0.010197,           0.0020507,            0.008119,            0.008119,            0.008119
                  97,            0.060425,            0.012215,           0.0031421,             0.48004,              0.5283,             0.47566,             0.11917,             0.05716,            0.010351,           0.0020385,           0.0080992,           0.0080992,           0.0080992
                  98,            0.052771,            0.010603,           0.0029419,             0.48004,              0.5283,             0.47566,             0.11917,             0.05716,            0.010351,           0.0020385,           0.0080794,           0.0080794,           0.0080794
                  99,            0.059466,            0.011989,           0.0030514,             0.38772,              0.5283,             0.42757,             0.13348,            0.062725,            0.010328,           0.0020729,           0.0080596,           0.0080596,           0.0080596
                 100,            0.060077,            0.013124,           0.0027199,             0.38772,              0.5283,             0.42757,             0.13348,            0.062725,            0.010328,           0.0020729,           0.0080398,           0.0080398,           0.0080398
                 101,            0.058646,            0.011593,           0.0030705,             0.66385,              0.6708,             0.71419,             0.21076,            0.056405,           0.0098162,            0.002083,             0.00802,             0.00802,             0.00802
                 102,              0.0603,            0.013238,            0.003286,             0.66385,              0.6708,             0.71419,             0.21076,            0.056405,           0.0098162,            0.002083,           0.0080002,           0.0080002,           0.0080002
                 103,            0.056629,            0.011582,           0.0027663,             0.29085,              0.4717,              0.3832,             0.18266,            0.057755,           0.0095777,           0.0021359,           0.0079804,           0.0079804,           0.0079804
                 104,             0.05981,            0.010167,           0.0037871,             0.29085,              0.4717,              0.3832,             0.18266,            0.057755,           0.0095777,           0.0021359,           0.0079606,           0.0079606,           0.0079606
                 105,            0.054477,            0.012174,           0.0030365,             0.65847,             0.76401,             0.68725,             0.26497,            0.052741,           0.0095962,           0.0021956,           0.0079408,           0.0079408,           0.0079408
                 106,            0.054076,            0.011379,            0.003421,             0.65847,             0.76401,             0.68725,             0.26497,            0.052741,           0.0095962,           0.0021956,            0.007921,            0.007921,            0.007921
                 107,            0.057694,            0.011367,           0.0026635,             0.49001,             0.67925,             0.53021,             0.16025,            0.067083,           0.0087012,           0.0021739,           0.0079012,           0.0079012,           0.0079012
                 108,            0.067562,            0.013165,           0.0029085,             0.49001,             0.67925,             0.53021,             0.16025,            0.067083,           0.0087012,           0.0021739,           0.0078814,           0.0078814,           0.0078814
                 109,            0.068495,           0.0098546,           0.0026756,              0.6985,             0.83053,             0.75484,             0.32932,            0.044242,            0.009722,           0.0022481,           0.0078616,           0.0078616,           0.0078616
                 110,            0.046227,            0.012501,           0.0027727,              0.6985,             0.83053,             0.75484,             0.32932,            0.044242,            0.009722,           0.0022481,           0.0078418,           0.0078418,           0.0078418
                 111,            0.047416,             0.01297,           0.0031114,             0.51223,             0.73585,             0.60123,             0.22058,            0.056684,           0.0090264,           0.0021369,            0.007822,            0.007822,            0.007822
                 112,            0.059105,            0.011679,           0.0026506,             0.51223,             0.73585,             0.60123,             0.22058,            0.056684,           0.0090264,           0.0021369,           0.0078022,           0.0078022,           0.0078022
                 113,             0.06025,            0.010807,           0.0024568,               0.846,             0.72568,             0.83274,             0.36916,             0.05091,           0.0090936,           0.0020938,           0.0077824,           0.0077824,           0.0077824
                 114,            0.054056,           0.0081827,           0.0028929,               0.846,             0.72568,             0.83274,             0.36916,             0.05091,           0.0090936,           0.0020938,           0.0077626,           0.0077626,           0.0077626
                 115,             0.05406,            0.012629,            0.002494,             0.50807,             0.66038,             0.58351,             0.23604,            0.055231,           0.0089688,           0.0021354,           0.0077428,           0.0077428,           0.0077428
                 116,            0.050054,            0.010831,           0.0026031,             0.50807,             0.66038,             0.58351,             0.23604,            0.055231,           0.0089688,           0.0021354,            0.007723,            0.007723,            0.007723
                 117,            0.053906,            0.013288,           0.0026286,             0.78119,             0.74105,             0.80843,             0.28322,            0.050334,           0.0089385,           0.0021476,           0.0077032,           0.0077032,           0.0077032
                 118,            0.054447,            0.011396,           0.0025472,             0.78119,             0.74105,             0.80843,             0.28322,            0.050334,           0.0089385,           0.0021476,           0.0076834,           0.0076834,           0.0076834
                 119,            0.056078,            0.010635,           0.0029739,             0.63083,             0.73585,             0.71427,             0.33149,            0.052204,            0.008901,            0.002181,           0.0076636,           0.0076636,           0.0076636
                 120,            0.053686,           0.0097478,           0.0024137,             0.63083,             0.73585,             0.71427,             0.33149,            0.052204,            0.008901,            0.002181,           0.0076438,           0.0076438,           0.0076438
                 121,            0.051925,            0.011443,           0.0028549,             0.88898,             0.75472,             0.83467,             0.23454,            0.048993,           0.0088322,            0.002192,            0.007624,            0.007624,            0.007624
                 122,            0.049301,             0.01018,           0.0026674,             0.88898,             0.75472,             0.83467,             0.23454,            0.048993,           0.0088322,            0.002192,           0.0076042,           0.0076042,           0.0076042
                 123,            0.052525,           0.0097725,            0.002642,             0.73097,             0.77358,             0.80124,             0.35734,            0.050354,           0.0088177,           0.0021596,           0.0075844,           0.0075844,           0.0075844
                 124,            0.051405,            0.010848,           0.0024743,             0.73097,             0.77358,             0.80124,             0.35734,            0.050354,           0.0088177,           0.0021596,           0.0075646,           0.0075646,           0.0075646
                 125,            0.050819,            0.013078,           0.0026335,               0.952,             0.74861,             0.83972,             0.29825,            0.050035,           0.0085258,           0.0020743,           0.0075448,           0.0075448,           0.0075448
                 126,            0.051746,            0.011052,            0.002581,               0.952,             0.74861,             0.83972,             0.29825,            0.050035,           0.0085258,           0.0020743,            0.007525,            0.007525,            0.007525
                 127,            0.053667,           0.0083988,           0.0032993,             0.61515,             0.79245,             0.68387,             0.20841,            0.053609,           0.0085555,           0.0020629,           0.0075052,           0.0075052,           0.0075052
                 128,            0.053548,            0.010486,           0.0023935,             0.61515,             0.79245,             0.68387,             0.20841,            0.053609,           0.0085555,           0.0020629,           0.0074854,           0.0074854,           0.0074854
                 129,            0.055314,             0.01092,           0.0024267,             0.86413,             0.84012,             0.85034,             0.41339,            0.043544,           0.0086314,            0.002045,           0.0074656,           0.0074656,           0.0074656
                 130,             0.04291,            0.009768,           0.0020648,             0.86413,             0.84012,             0.85034,             0.41339,            0.043544,           0.0086314,            0.002045,           0.0074458,           0.0074458,           0.0074458
                 131,            0.043969,           0.0091469,           0.0024593,             0.78229,             0.73585,             0.76663,             0.30238,            0.050894,           0.0084163,           0.0019829,            0.007426,            0.007426,            0.007426
                 132,            0.052989,           0.0093476,           0.0022263,             0.78229,             0.73585,             0.76663,             0.30238,            0.050894,           0.0084163,           0.0019829,           0.0074062,           0.0074062,           0.0074062
                 133,            0.052083,            0.010092,           0.0023519,             0.78574,             0.86792,             0.86784,             0.38202,            0.046151,            0.008468,           0.0019934,           0.0073864,           0.0073864,           0.0073864
                 134,            0.048931,             0.01153,           0.0026199,             0.78574,             0.86792,             0.86784,             0.38202,            0.046151,            0.008468,           0.0019934,           0.0073666,           0.0073666,           0.0073666
                 135,            0.050569,            0.011136,           0.0024036,             0.81074,             0.72751,             0.81222,             0.37779,             0.04102,            0.008687,           0.0019494,           0.0073468,           0.0073468,           0.0073468
                 136,            0.043907,            0.012054,           0.0020573,             0.81074,             0.72751,             0.81222,             0.37779,             0.04102,            0.008687,           0.0019494,            0.007327,            0.007327,            0.007327
                 137,            0.044514,            0.010555,            0.002172,             0.88115,             0.83941,             0.89971,              0.3449,            0.045822,           0.0083267,           0.0019182,           0.0073072,           0.0073072,           0.0073072
                 138,            0.048862,            0.011052,           0.0023507,             0.88115,             0.83941,             0.89971,              0.3449,            0.045822,           0.0083267,           0.0019182,           0.0072874,           0.0072874,           0.0072874
                 139,            0.052867,            0.012054,           0.0023224,              0.9048,             0.79245,             0.87198,             0.41307,            0.045888,           0.0084019,            0.001931,           0.0072676,           0.0072676,           0.0072676
                 140,            0.046754,            0.010159,           0.0020195,              0.9048,             0.79245,             0.87198,             0.41307,            0.045888,           0.0084019,            0.001931,           0.0072478,           0.0072478,           0.0072478
                 141,            0.046518,            0.011734,           0.0022977,             0.91572,             0.82016,             0.90801,             0.37623,             0.03978,           0.0084984,           0.0018607,            0.007228,            0.007228,            0.007228
                 142,            0.046292,            0.011912,           0.0019081,             0.91572,             0.82016,             0.90801,             0.37623,             0.03978,           0.0084984,           0.0018607,           0.0072082,           0.0072082,           0.0072082
                 143,            0.043218,            0.011899,           0.0019177,             0.69329,             0.69811,             0.67498,             0.23936,            0.051116,           0.0083897,           0.0018339,           0.0071884,           0.0071884,           0.0071884
                 144,            0.050271,            0.009313,           0.0018498,             0.69329,             0.69811,             0.67498,             0.23936,            0.051116,           0.0083897,           0.0018339,           0.0071686,           0.0071686,           0.0071686
                 145,            0.051214,           0.0079353,            0.002237,             0.94025,             0.89088,             0.92533,             0.47812,            0.036549,           0.0084914,           0.0018709,           0.0071488,           0.0071488,           0.0071488
                 146,            0.045788,            0.010347,            0.001965,             0.94025,             0.89088,             0.92533,             0.47812,            0.036549,           0.0084914,           0.0018709,            0.007129,            0.007129,            0.007129
                 147,            0.038451,            0.011322,           0.0018755,             0.65664,             0.86792,             0.72848,             0.27072,            0.046087,           0.0082984,           0.0018185,           0.0071092,           0.0071092,           0.0071092
                 148,            0.047304,           0.0089137,           0.0019037,             0.65664,             0.86792,             0.72848,             0.27072,            0.046087,           0.0082984,           0.0018185,           0.0070894,           0.0070894,           0.0070894
                 149,            0.046594,           0.0096225,            0.001755,             0.93987,             0.88478,             0.90631,             0.41685,            0.041821,           0.0081411,           0.0017504,           0.0070696,           0.0070696,           0.0070696
                 150,            0.046389,           0.0098206,           0.0020047,             0.93987,             0.88478,             0.90631,             0.41685,            0.041821,           0.0081411,           0.0017504,           0.0070498,           0.0070498,           0.0070498
                 151,            0.049728,           0.0098503,           0.0019884,             0.91189,             0.88679,             0.91629,             0.40353,            0.045788,           0.0079464,            0.001741,             0.00703,             0.00703,             0.00703
                 152,            0.046046,            0.011223,           0.0018946,             0.91189,             0.88679,             0.91629,             0.40353,            0.045788,           0.0079464,            0.001741,           0.0070102,           0.0070102,           0.0070102
                 153,             0.04601,           0.0090946,            0.001797,             0.94085,              0.9004,             0.92273,             0.47362,            0.043247,           0.0079606,           0.0016571,           0.0069904,           0.0069904,           0.0069904
                 154,            0.049902,            0.013312,           0.0018572,             0.94085,              0.9004,             0.92273,             0.47362,            0.043247,           0.0079606,           0.0016571,           0.0069706,           0.0069706,           0.0069706
                 155,            0.050104,            0.010864,           0.0018978,             0.89668,             0.88679,             0.95158,             0.45763,            0.044411,           0.0079197,            0.001699,           0.0069508,           0.0069508,           0.0069508
                 156,             0.05048,            0.012554,           0.0020501,             0.89668,             0.88679,             0.95158,             0.45763,            0.044411,           0.0079197,            0.001699,            0.006931,            0.006931,            0.006931
                 157,             0.04634,            0.010822,           0.0021625,             0.94964,             0.90566,             0.93503,             0.41283,            0.041413,           0.0080313,           0.0016702,           0.0069112,           0.0069112,           0.0069112
